"","gene","p.value","gene","count"
"412","ALA1_ARATH",0.45355943,"ALA1_ARATH",14
"413","ALA10_ARATH",0.299059156,"ALA10_ARATH",2
"414","ALA11_ARATH",0.468766427,"ALA11_ARATH",2
"415","ALA12_ARATH",0.731534413,"ALA12_ARATH",4
"416","ALA2_ARATH",0.050821352,"ALA2_ARATH",10
"417","ALA2_PANMI",0.271485978,"ALA2_PANMI",4
"418","ALA3_ARATH",0.498084903,"ALA3_ARATH",3
"419","ALA4_ARATH",0.196641839,"ALA4_ARATH",3
"420","ALA5_ARATH",0.204439704,"ALA5_ARATH",1
"421","ALA6_ARATH",1,"ALA6_ARATH",2
"422","ALA8_ARATH",0.17121934,"ALA8_ARATH",4
"423","ALA9_ARATH",0.438703714,"ALA9_ARATH",5
"424","ALAXL_PYRHO",0.094459059,"ALAXL_PYRHO",2
"425","ALB2_PEA",0.82897793,"ALB2_PEA",3
"426","ALB3_ARATH",0.230803126,"ALB3_ARATH",4
"427","ALB3_MAIZE",0.593190552,"ALB3_MAIZE",1
"428","ALB31_ARATH",0.769513134,"ALB31_ARATH",1
"429","ALB33_ARATH",0.540175656,"ALB33_ARATH",1
"430","ALDH_CRAPL",0.527340591,"ALDH_CRAPL",3
"431","ALDO1_MAIZE",0.132354075,"ALDO1_MAIZE",3
"432","ALDO1_ORYSJ",0.482959314,"ALDO1_ORYSJ",2
"433","ALDO2_MAIZE",0.13574943,"ALDO2_MAIZE",16
"434","ALDO2_ORYSJ",0.122693281,"ALDO2_ORYSJ",2
"435","ALDOL_ORYSJ",0.343076531,"ALDOL_ORYSJ",5
"436","ALDR_HORVU",0.363554163,"ALDR_HORVU",3
"437","ALE2_ARATH",0.041917209,"ALE2_ARATH",8
"438","ALF_ARATH",0.189099881,"ALF_ARATH",2
"439","ALF_MAIZE",0.167552377,"ALF_MAIZE",11
"440","ALF_ORYSJ",0.777513763,"ALF_ORYSJ",2
"441","ALF1_PEA",0.062242801,"ALF1_PEA",4
"442","ALF4_ARATH",0.191068638,"ALF4_ARATH",6
"443","ALFC_ORYSJ",0.073043537,"ALFC_ORYSJ",8
"444","ALFC3_ARATH",0.333096843,"ALFC3_ARATH",4
"445","ALFL1_ORYSJ",0.100914014,"ALFL1_ORYSJ",6
"446","ALFL3_ARATH",0.42760893,"ALFL3_ARATH",1
"447","ALFL3_ORYSJ",0.148572129,"ALFL3_ORYSJ",4
"448","ALFL5_ORYSJ",0.402870096,"ALFL5_ORYSJ",3
"449","ALFL6_ORYSI",0.930358683,"ALFL6_ORYSI",1
"450","ALFL6_ORYSJ",0.687978257,"ALFL6_ORYSJ",3
"451","ALFL7_ARATH",0.647067535,"ALFL7_ARATH",2
"452","ALFL7_ORYSI",0.718326866,"ALFL7_ORYSI",1
"453","ALFL7_ORYSJ",0.202701474,"ALFL7_ORYSJ",6
"454","ALFL8_ORYSJ",0.579821149,"ALFL8_ORYSJ",4
"455","ALFL9_ORYSI",0.202999986,"ALFL9_ORYSI",6
"456","ALG11_ARATH",0.151444069,"ALG11_ARATH",4
"457","ALG12_ARATH",1,"ALG12_ARATH",1
"458","ALG13_RAT",0.689279035,"ALG13_RAT",1
"459","ALG14_MOUSE",0.602492671,"ALG14_MOUSE",3
"460","ALG2_MOUSE",1,"ALG2_MOUSE",1
"461","ALG2_RHIPU",0.778639979,"ALG2_RHIPU",1
"462","ALG3_ARATH",0.351059352,"ALG3_ARATH",1
"463","ALG5_DICDI",0.482681993,"ALG5_DICDI",1
"464","ALG6_ARATH",0.666148716,"ALG6_ARATH",1
"465","ALG8_ARATH",0.664621714,"ALG8_ARATH",1
"466","ALG9_ARATH",0.099093653,"ALG9_ARATH",7
"467","ALGC_PSEPK",0.519513498,"ALGC_PSEPK",1
"468","ALIS1_ARATH",0.573757315,"ALIS1_ARATH",3
"469","ALIS2_ARATH",0.686589613,"ALIS2_ARATH",2
"470","ALIS3_ARATH",0.290670007,"ALIS3_ARATH",7
"471","ALIS4_ARATH",0.494017122,"ALIS4_ARATH",4
"472","ALIS5_ARATH",0.173106829,"ALIS5_ARATH",3
"473","ALIX_DICDI",0.527547168,"ALIX_DICDI",1
"474","ALKB5_MOUSE",0.901979242,"ALKB5_MOUSE",1
"475","ALKB8_XENTR",0.926265305,"ALKB8_XENTR",1
"476","ALKBH_ARATH",0.447469056,"ALKBH_ARATH",2
"477","ALL12_OLEEU",0.198569361,"ALL12_OLEEU",1
"478","ALL9_OLEEU",0.729043714,"ALL9_OLEEU",1
"479","ALLN_ALLCG",0.101122684,"ALLN_ALLCG",3
"480","ALLN1_ALLSA",0.263387343,"ALLN1_ALLSA",2
"481","ALMT9_ARATH",0.501189951,"ALMT9_ARATH",2
"482","ALMTC_ARATH",0.176850405,"ALMTC_ARATH",3
"483","ALT3_ARATH",0.467200608,"ALT3_ARATH",4
"484","ALY2_ARATH",0.393235212,"ALY2_ARATH",5
"485","ALY3_ARATH",0.004185653,"ALY3_ARATH",13
"486","AMERL_ARATH",0.175203462,"AMERL_ARATH",4
"487","AMI1_ARATH",0.631660322,"AMI1_ARATH",2
"488","AMO_ARATH",0.205616667,"AMO_ARATH",6
"489","AMO_LENCU",0.956237353,"AMO_LENCU",1
"490","AMO_PEA",0.057718206,"AMO_PEA",5
"491","AMO1_ARTS1",0.321484975,"AMO1_ARTS1",2
"492","AMO2_ARTS1",0.94931141,"AMO2_ARTS1",1
"493","AMPD_ARATH",0.124451122,"AMPD_ARATH",5
"494","AMPD_ORYSJ",0.177111069,"AMPD_ORYSJ",4
"495","AMPL1_ORYSJ",0.427172101,"AMPL1_ORYSJ",1
"496","AMPL2_ORYSJ",0.431927468,"AMPL2_ORYSJ",8
"497","AMPP1_COPC7",0.264120534,"AMPP1_COPC7",3
"498","AMPP1_SORMK",0.864174056,"AMPP1_SORMK",1
"499","AMPP1_TALMQ",0.532530156,"AMPP1_TALMQ",1
"500","AMPP1_TUBMM",0.883251142,"AMPP1_TUBMM",1
"501","AMRA1_HUMAN",0.555348724,"AMRA1_HUMAN",3
"502","AMRA1_MOUSE",0.456949653,"AMRA1_MOUSE",1
"503","AMSH2_ARATH",0.217872948,"AMSH2_ARATH",4
"504","AMSH3_ARATH",0.392444939,"AMSH3_ARATH",6
"505","AMT11_ORYSJ",0.340360629,"AMT11_ORYSJ",4
"506","AMT32_ORYSJ",0.126271907,"AMT32_ORYSJ",2
"507","AMT33_ORYSJ",0.811750506,"AMT33_ORYSJ",2
"508","AMY_STRGR",0.277572213,"AMY_STRGR",4
"509","AMY_STRLM",0.901848736,"AMY_STRLM",1
"510","AMY_STRVL",0.320385965,"AMY_STRVL",1
"511","AMY2_ARATH",0.072544241,"AMY2_ARATH",4
"512","AMY3_ARATH",0.845952872,"AMY3_ARATH",2
"513","AMYB_MAIZE",0.130795443,"AMYB_MAIZE",5
"514","AMYB_MEDSA",0.252272245,"AMYB_MEDSA",2
"515","AMYB_SOYBN",0.940195976,"AMYB_SOYBN",1
"516","AMYB_TRIRP",0.098351643,"AMYB_TRIRP",1
"517","AMYB_VIGUN",0.307985535,"AMYB_VIGUN",2
"518","AMYB_WHEAT",0.357545212,"AMYB_WHEAT",1
"519","AN13B_HUMAN",0.781963839,"AN13B_HUMAN",1
"520","AN13B_MOUSE",0.855211915,"AN13B_MOUSE",1
"521","AN321_ORYSJ",0.013553653,"AN321_ORYSJ",5
"522","ANAG_HUMAN",0.148896536,"ANAG_HUMAN",9
"523","ANAN_ANACO",0.490640374,"ANAN_ANACO",1
"524","ANGLT_ROSHC",0.191844222,"ANGLT_ROSHC",21
"525","ANGS_PASSA",0.035396196,"ANGS_PASSA",1
"526","ANK1_HUMAN",0.096379649,"ANK1_HUMAN",6
"527","ANK3_HUMAN",0.736811909,"ANK3_HUMAN",2
"528","ANKR1_BOVIN",0.680161589,"ANKR1_BOVIN",1
"529","ANKZ1_HUMAN",0.317339694,"ANKZ1_HUMAN",1
"530","ANKZ1_MOUSE",0.851147635,"ANKZ1_MOUSE",1
"531","ANM1_ORYSJ",0.602325789,"ANM1_ORYSJ",3
"532","ANM3_ORYSJ",0.302922836,"ANM3_ORYSJ",8
"533","ANM5_ORYSJ",0.864512607,"ANM5_ORYSJ",1
"534","ANM61_ORYSJ",0.531878065,"ANM61_ORYSJ",2
"535","ANM62_ORYSJ",0.631120903,"ANM62_ORYSJ",3
"536","ANR44_MOUSE",1,"ANR44_MOUSE",1
"537","ANT_ARATH",0.055922007,"ANT_ARATH",1
"538","ANT1_ARATH",0.631218436,"ANT1_ARATH",5
"539","ANTA_GENTR",0.125757165,"ANTA_GENTR",3
"540","ANTL1_ARATH",0.013107819,"ANTL1_ARATH",13
"541","ANTL2_ARATH",0.849533393,"ANTL2_ARATH",1
"542","ANTR6_ARATH",0.208441481,"ANTR6_ARATH",5
"543","ANX1_ARATH",0.878615838,"ANX1_ARATH",1
"544","ANX2_ARATH",0.147402892,"ANX2_ARATH",1
"545","ANXD2_ARATH",0.494074907,"ANXD2_ARATH",2
"546","ANXD3_ARATH",0.258166629,"ANXD3_ARATH",2
"547","ANXD4_ARATH",0.137052666,"ANXD4_ARATH",5
"548","ANXD5_ARATH",0.389728035,"ANXD5_ARATH",7
"549","ANXD6_ARATH",0.150578907,"ANXD6_ARATH",2
"550","ANXD7_ARATH",0.661346616,"ANXD7_ARATH",1
"551","AOC3_ARATH",0.704690574,"AOC3_ARATH",2
"552","AOP1L_ARATH",0.594451428,"AOP1L_ARATH",2
"553","AOX1_TOBAC",0.423007427,"AOX1_TOBAC",1
"554","AOX1A_ARATH",0.251621062,"AOX1A_ARATH",3
"555","AOX2_SOYBN",0.891756772,"AOX2_SOYBN",1
"556","AOX2_TOBAC",0.491436593,"AOX2_TOBAC",1
"557","AOX4_ARATH",0.441946473,"AOX4_ARATH",5
"558","AP1G1_ARATH",0.487505488,"AP1G1_ARATH",2
"559","AP1G2_ARATH",0.301304547,"AP1G2_ARATH",7
"560","AP1M2_ARATH",0.404252346,"AP1M2_ARATH",3
"561","AP1S1_ARATH",0.40948367,"AP1S1_ARATH",3
"562","AP1S2_ARATH",0.79583787,"AP1S2_ARATH",1
"563","AP2_ARATH",0.335248163,"AP2_ARATH",8
"564","AP2A1_ARATH",0.491444718,"AP2A1_ARATH",2
"565","AP2A2_ARATH",0.7248886,"AP2A2_ARATH",3
"566","AP2L4_ARATH",0.498286651,"AP2L4_ARATH",1
"567","AP2M_ARATH",0.597408965,"AP2M_ARATH",3
"568","AP2S_ARATH",0.063436551,"AP2S_ARATH",7
"569","AP3B_DICDI",0.662528406,"AP3B_DICDI",1
"570","AP3BA_ARATH",0.766456712,"AP3BA_ARATH",1
"571","AP3D_ARATH",0.620990142,"AP3D_ARATH",2
"572","AP3M_ARATH",0.544209615,"AP3M_ARATH",3
"573","AP3S_ARATH",0.10698523,"AP3S_ARATH",5
"574","AP4E_ARATH",0.436183714,"AP4E_ARATH",5
"575","AP4M_ARATH",0.437487978,"AP4M_ARATH",5
"576","AP4S_ARATH",0.365072156,"AP4S_ARATH",3
"577","AP5M_ARATH",0.150451138,"AP5M_ARATH",3
"578","AP5Z1_HUMAN",0.514157546,"AP5Z1_HUMAN",1
"579","AP5Z1_MOUSE",0.591231462,"AP5Z1_MOUSE",2
"580","APAF_MOUSE",0.533516027,"APAF_MOUSE",1
"581","APAG_MAGSA",0.708957331,"APAG_MAGSA",1
"582","APBLA_ARATH",0.513109416,"APBLA_ARATH",8
"583","APBLC_ARATH",0.954878635,"APBLC_ARATH",1
"584","APC1_ARATH",1,"APC1_ARATH",2
"585","APC1_MOUSE",1,"APC1_MOUSE",1
"586","APC10_ARATH",0.134942067,"APC10_ARATH",3
"587","APC11_ARATH",0.40986806,"APC11_ARATH",1
"588","APC2_ARATH",0.347050804,"APC2_ARATH",2
"589","APC7_ARATH",0.125423237,"APC7_ARATH",4
"590","APEH_MOUSE",0.327451305,"APEH_MOUSE",4
"591","APG_ORYSJ",0.198384335,"APG_ORYSJ",5
"592","APG2_ARATH",1.49e-06,"APG2_ARATH",6
"593","APG3_ARATH",0.454227949,"APG3_ARATH",6
"594","APGM_METS5",0.354909767,"APGM_METS5",1
"595","APH1_ARATH",0.898852624,"APH1_ARATH",2
"596","API5_CHICK",0.597886553,"API5_CHICK",1
"597","API5_DROME",0.793642038,"API5_DROME",1
"598","API5_PONAB",0.629431441,"API5_PONAB",2
"599","APK1_ARATH",0.34661596,"APK1_ARATH",2
"600","APK1A_ARATH",0.354076116,"APK1A_ARATH",4
"601","APK1B_ARATH",0.325258568,"APK1B_ARATH",5
"602","APK2A_ARATH",0.169405527,"APK2A_ARATH",3
"603","APK2B_ARATH",0.28088171,"APK2B_ARATH",10
"604","APK3_ARATH",0.653019243,"APK3_ARATH",6
"605","APL_ARATH",0.018190585,"APL_ARATH",15
"606","APM1A_ORYSJ",0.184349326,"APM1A_ORYSJ",9
"607","APM1B_ORYSJ",0.17578578,"APM1B_ORYSJ",7
"608","APM1C_ORYSJ",0.308316746,"APM1C_ORYSJ",1
"609","APM1D_ORYSJ",0.698468482,"APM1D_ORYSJ",1
"610","APO1_ARATH",0.686341756,"APO1_ARATH",2
"611","APO2_ARATH",0.037455953,"APO2_ARATH",6
"612","APR1_ORYSJ",0.17112626,"APR1_ORYSJ",2
"613","APRL3_ORYSJ",0.428497349,"APRL3_ORYSJ",3
"614","APRL4_ORYSJ",0.52437444,"APRL4_ORYSJ",2
"615","APRL5_ORYSJ",0.109439502,"APRL5_ORYSJ",8
"616","APRL6_ORYSJ",0.421799492,"APRL6_ORYSJ",4
"617","APRR9_ARATH",0.092033893,"APRR9_ARATH",2
"618","APS1_ARATH",0.362948805,"APS1_ARATH",2
"619","APS2_ARATH",0.709893678,"APS2_ARATH",1
"620","APS3_ARATH",0.46707787,"APS3_ARATH",1
"621","APS4_ARATH",0.413841577,"APS4_ARATH",1
"622","APT1_MAIZE",0.143012935,"APT1_MAIZE",1
"623","APT1_WHEAT",0.515868402,"APT1_WHEAT",1
"624","APT11_DICDI",0.6134395,"APT11_DICDI",2
"625","APT2_ARATH",0.412688855,"APT2_ARATH",4
"626","APX1_ORYSJ",0.298376255,"APX1_ORYSJ",2
"627","APX2_ORYSJ",0.785066901,"APX2_ORYSJ",2
"628","APX4_ORYSJ",0.697435807,"APX4_ORYSJ",3
"629","APX5_ORYSJ",0.009420826,"APX5_ORYSJ",2
"630","APX6_ARATH",0.004570504,"APX6_ARATH",7
"631","APX6_ORYSJ",0.307203631,"APX6_ORYSJ",3
"632","APX7_ORYSJ",0.834515891,"APX7_ORYSJ",3
"633","APX8_ORYSJ",0.438396724,"APX8_ORYSJ",5
"634","APY1_ORYSJ",0.901793679,"APY1_ORYSJ",2
"635","APY2_ORYSJ",0.77049649,"APY2_ORYSJ",1
"636","APY3_ORYSJ",0.0983389,"APY3_ORYSJ",11
"637","APY6_ARATH",0.341060388,"APY6_ARATH",7
"638","APY7_ARATH",0.471052249,"APY7_ARATH",7
"639","AQR_HUMAN",0.52918226,"AQR_HUMAN",6
"640","AQR_MOUSE",0.730513976,"AQR_MOUSE",3
"641","ARAD1_ARATH",0.089129646,"ARAD1_ARATH",9
"642","ARAE1_ORYSJ",0.120992122,"ARAE1_ORYSJ",2
"643","ARAE2_ORYSJ",0.367456337,"ARAE2_ORYSJ",4
"644","ARAE3_ORYSJ",0.356411865,"ARAE3_ORYSJ",3
"645","ARAH_SHIFL",0.550597492,"ARAH_SHIFL",1
"646","ARAK_ARATH",0.439259825,"ARAK_ARATH",4
"647","ARASP_ARATH",0.132058483,"ARASP_ARATH",4
"648","ARC1B_ARATH",0.077374042,"ARC1B_ARATH",5
"649","ARC2A_ARATH",0.176102334,"ARC2A_ARATH",2
"650","ARC3_ARATH",0.863774445,"ARC3_ARATH",2
"651","ARC5_ARATH",0.441848211,"ARC5_ARATH",4
"652","ARC5A_ARATH",0.846945434,"ARC5A_ARATH",2
"653","ARF_DUGJA",0.20126734,"ARF_DUGJA",7
"654","ARF_MAIZE",0.714530103,"ARF_MAIZE",1
"655","ARF_VIGUN",0.870923483,"ARF_VIGUN",1
"656","ARF1_ARATH",0.153031413,"ARF1_ARATH",6
"657","ARF1_BRARP",0.527958413,"ARF1_BRARP",1
"658","ARF1_ORYSJ",0.334273682,"ARF1_ORYSJ",9
"659","ARF1_PLAFA",0.688240687,"ARF1_PLAFA",1
"660","ARF2_ORYSJ",0.979725885,"ARF2_ORYSJ",1
"661","ARF3_ARATH",1,"ARF3_ARATH",1
"662","ARF5_ARATH",0.006851563,"ARF5_ARATH",3
"663","ARFA_ORYSJ",0.540185713,"ARFA_ORYSJ",6
"664","ARFC_ORYSJ",0.289142613,"ARFC_ORYSJ",10
"665","ARFD_ORYSJ",0.397283867,"ARFD_ORYSJ",9
"666","ARFG_ORYSJ",0.27404869,"ARFG_ORYSJ",5
"667","ARFH_ORYSJ",0.183006452,"ARFH_ORYSJ",8
"668","ARFI_ORYSJ",0.613660476,"ARFI_ORYSJ",6
"669","ARFL_ORYSI",0.422689566,"ARFL_ORYSI",1
"670","ARFN_ORYSJ",0.439709968,"ARFN_ORYSJ",2
"671","ARFO_ORYSJ",0.641394702,"ARFO_ORYSJ",2
"672","ARFP_ORYSJ",0.145992568,"ARFP_ORYSJ",6
"673","ARFQ_ORYSI",0.006260143,"ARFQ_ORYSI",2
"674","ARFQ_ORYSJ",0.366172607,"ARFQ_ORYSJ",5
"675","ARFR_ORYSJ",0.315280594,"ARFR_ORYSJ",5
"676","ARFRP_BOVIN",0.738938247,"ARFRP_BOVIN",1
"677","ARFRP_PONAB",0.775074498,"ARFRP_PONAB",1
"678","ARFRP_RAT",0.792075443,"ARFRP_RAT",1
"679","ARFS_ORYSJ",1,"ARFS_ORYSJ",1
"680","ARFU_ORYSJ",1.01e-11,"ARFU_ORYSJ",8
"681","ARFV_ORYSJ",0.857197572,"ARFV_ORYSJ",1
"682","ARFW_ORYSI",0.10661722,"ARFW_ORYSI",5
"683","ARFW_ORYSJ",0.597681981,"ARFW_ORYSJ",1
"684","ARFX_ORYSJ",0.54271463,"ARFX_ORYSJ",8
"685","ARG2_VIGRR",0.287286285,"ARG2_VIGRR",3
"686","ARGC_ORYSJ",0.97337978,"ARGC_ORYSJ",1
"687","ARGD_ALNGL",0.974194482,"ARGD_ALNGL",1
"688","ARGD_ARATH",0.4098464,"ARGD_ARATH",3
"689","ARGE_ARATH",0.323725466,"ARGE_ARATH",3
"690","ARGI1_ORYSJ",0.693125211,"ARGI1_ORYSJ",2
"691","ARGJ_MAIZE",0.450991233,"ARGJ_MAIZE",2
"692","ARGJ_SORBI",0.351326715,"ARGJ_SORBI",3
"693","ARI1_ARATH",1,"ARI1_ARATH",1
"694","ARI2_ARATH",0.614199168,"ARI2_ARATH",3
"695","ARI5_ARATH",0.932652326,"ARI5_ARATH",1
"696","ARI8_ARATH",0.15817266,"ARI8_ARATH",17
"697","ARIA_ARATH",0.553407734,"ARIA_ARATH",4
"698","ARID2_ARATH",0.141895016,"ARID2_ARATH",11
"699","ARID3_ARATH",0.35075152,"ARID3_ARATH",4
"700","ARID4_ARATH",0.300895578,"ARID4_ARATH",15
"701","ARID5_ARATH",0.486404535,"ARID5_ARATH",3
"702","ARK1_ORYSJ",1,"ARK1_ORYSJ",1
"703","ARK2_ORYSJ",0.783052751,"ARK2_ORYSJ",3
"704","ARL3_CHLRE",0.418703936,"ARL3_CHLRE",1
"705","ARL8A_XENTR",0.553718655,"ARL8A_XENTR",1
"706","ARL8B_RAT",0.442170805,"ARL8B_RAT",1
"707","ARLY_ARATH",0.421808576,"ARLY_ARATH",2
"708","ARMC6_MOUSE",0.460242233,"ARMC6_MOUSE",1
"709","ARMC7_MOUSE",0.482905758,"ARMC7_MOUSE",2
"710","ARMC8_BOVIN",0.605342734,"ARMC8_BOVIN",2
"711","AROA_ARATH",0.459549318,"AROA_ARATH",1
"712","AROA_PETHY",0.406907515,"AROA_PETHY",1
"713","AROA2_TOBAC",0.48627132,"AROA2_TOBAC",1
"714","AROC_SYNP2",0.153160874,"AROC_SYNP2",3
"715","AROC1_SOLLC",0.733416233,"AROC1_SOLLC",1
"716","AROD2_ARATH",0.485051359,"AROD2_ARATH",2
"717","AROD3_ARATH",0.268452533,"AROD3_ARATH",6
"718","AROD4_ARATH",1,"AROD4_ARATH",1
"719","AROD6_ARATH",0.858457813,"AROD6_ARATH",1
"720","AROF_ORYSJ",0.335391121,"AROF_ORYSJ",3
"721","AROG_ARATH",0.132178021,"AROG_ARATH",1
"722","AROG_ORYSJ",0.025500259,"AROG_ORYSJ",3
"723","AROG_SOLLC",0.60308177,"AROG_SOLLC",2
"724","ARP_ARATH",0.277559266,"ARP_ARATH",1
"725","ARP1_ARATH",0.375860434,"ARP1_ARATH",5
"726","ARP2_ORYSI",0.771082247,"ARP2_ORYSI",3
"727","ARP3_ORYSJ",0.634128057,"ARP3_ORYSJ",4
"728","ARP4_ORYSJ",0.038474153,"ARP4_ORYSJ",5
"729","ARP5_ARATH",0.904346632,"ARP5_ARATH",1
"730","ARP5_ORYSJ",0.297787821,"ARP5_ORYSJ",5
"731","ARP6_ORYSJ",0.222682514,"ARP6_ORYSJ",3
"732","ARP7_ORYSJ",0.930322458,"ARP7_ORYSJ",1
"733","ARP8_ORYSJ",0.202075419,"ARP8_ORYSJ",9
"734","ARP9_ORYSI",0.063150271,"ARP9_ORYSI",1
"735","ARP9_ORYSJ",0.164832386,"ARP9_ORYSJ",5
"736","ARPC3_ARATH",0.390625231,"ARPC3_ARATH",2
"737","ARPC4_ARATH",0.301531314,"ARPC4_ARATH",1
"738","ARSA_METJA",0.647212058,"ARSA_METJA",1
"739","ARSA_METTH",0.390870786,"ARSA_METTH",1
"740","ARSB_DICDI",8.58e-05,"ARSB_DICDI",22
"741","ART1_ORYSJ",0.643336462,"ART1_ORYSJ",3
"742","ART2_YEAST",0.880956653,"ART2_YEAST",1
"743","ASA1_ORYSI",0.699556275,"ASA1_ORYSI",1
"744","ASA2_ORYSJ",0.303983309,"ASA2_ORYSJ",2
"745","ASB1_ORYSJ",0.255106583,"ASB1_ORYSJ",4
"746","ASCC1_MOUSE",0.849708969,"ASCC1_MOUSE",1
"747","ASCC2_HUMAN",0.546468792,"ASCC2_HUMAN",1
"748","ASCL_SOLLC",0.843877272,"ASCL_SOLLC",2
"749","ASCL1_ORYSJ",0.492342381,"ASCL1_ORYSJ",2
"750","ASCL3_ORYSJ",0.332742829,"ASCL3_ORYSJ",1
"751","ASD_ARATH",0.009556314,"ASD_ARATH",12
"752","ASD1_ARATH",0.212791964,"ASD1_ARATH",15
"753","ASE1_ARATH",0.807153139,"ASE1_ARATH",2
"754","ASF1B_ARATH",0.580376221,"ASF1B_ARATH",2
"755","ASHH1_ARATH",0.304413443,"ASHH1_ARATH",5
"756","ASHH2_ARATH",0.299087142,"ASHH2_ARATH",9
"757","ASHH3_ARATH",0.500761316,"ASHH3_ARATH",2
"758","ASHR3_ARATH",0.332771983,"ASHR3_ARATH",5
"759","ASIL2_ARATH",0.070381908,"ASIL2_ARATH",9
"760","ASK21_ARATH",0.177459376,"ASK21_ARATH",8
"761","ASK4_ARATH",0.290921323,"ASK4_ARATH",5
"762","ASNA_DROGR",0.471175991,"ASNA_DROGR",1
"763","ASNA_NEMVE",0.481946415,"ASNA_NEMVE",3
"764","ASNS_ASPOF",0.124851977,"ASNS_ASPOF",2
"765","ASNS_DICDI",0.065910425,"ASNS_DICDI",4
"766","ASNS_MAIZE",0.269997506,"ASNS_MAIZE",2
"767","ASNS_SANAU",0.155220081,"ASNS_SANAU",2
"768","ASNS2_ORYSJ",0.323450025,"ASNS2_ORYSJ",2
"769","ASO_CUCMA",0.470625786,"ASO_CUCMA",1
"770","ASP1_ORYSI",0.715205975,"ASP1_ORYSI",1
"771","ASP1_ORYSJ",0.016965208,"ASP1_ORYSJ",14
"772","ASPG1_ARATH",0.027027153,"ASPG1_ARATH",12
"773","ASPG2_ARATH",0.562220044,"ASPG2_ARATH",2
"774","ASPG3_ARATH",0.469470312,"ASPG3_ARATH",1
"775","ASPGB_ARATH",0.111257351,"ASPGB_ARATH",2
"776","ASPL1_ARATH",0.347645349,"ASPL1_ARATH",5
"777","ASPL2_ARATH",0.43506378,"ASPL2_ARATH",7
"778","ASPR1_ORYSJ",0.519541364,"ASPR1_ORYSJ",4
"779","ASPRX_ORYSJ",0.36695649,"ASPRX_ORYSJ",16
"780","ASR1_SOLLC",0.24166373,"ASR1_SOLLC",10
"781","ASR3_ARATH",0.533140794,"ASR3_ARATH",5
"782","ASR3_SOLLC",0.46430779,"ASR3_SOLLC",2
"783","ASSY_ARATH",0.336340467,"ASSY_ARATH",3
"784","ASTER_ARATH",0.072589727,"ASTER_ARATH",5
"785","AT101_ARATH",0.079831657,"AT101_ARATH",5
"786","AT13A_ARATH",0.395822276,"AT13A_ARATH",3
"787","AT13B_ARATH",0.333100498,"AT13B_ARATH",3
"788","AT18A_ARATH",0.191311659,"AT18A_ARATH",3
"789","AT18B_ARATH",0.266059234,"AT18B_ARATH",2
"790","AT18C_ARATH",0.335483881,"AT18C_ARATH",2
"791","AT18D_ARATH",0.130969162,"AT18D_ARATH",2
"792","AT18F_ARATH",0.567433964,"AT18F_ARATH",1
"793","AT18G_ARATH",0.434853996,"AT18G_ARATH",4
"794","AT18H_ARATH",0.631213576,"AT18H_ARATH",2
"795","AT74_ARATH",0.773457862,"AT74_ARATH",2
"796","ATAD1_BOVIN",0.951233781,"ATAD1_BOVIN",1
"797","ATAD1_RAT",0.325266328,"ATAD1_RAT",2
"798","ATAD3_CAEEL",0.294117581,"ATAD3_CAEEL",1
"799","ATAD5_HUMAN",1,"ATAD5_HUMAN",1
"800","ATAD5_MOUSE",0.526247876,"ATAD5_MOUSE",1
"801","ATB_ARATH",0.818481453,"ATB_ARATH",1
"802","ATCA1_ARATH",0.064163845,"ATCA1_ARATH",5
"803","ATCA7_ARATH",1,"ATCA7_ARATH",1
"804","ATCA8_ARATH",0.755952073,"ATCA8_ARATH",1
"805","ATD1A_DANRE",0.628657314,"ATD1A_DANRE",2
"806","ATD1B_DANRE",0.195915977,"ATD1B_DANRE",1
"807","ATD3B_HUMAN",1,"ATD3B_HUMAN",1
"808","ATD3B_XENLA",0.853628052,"ATD3B_XENLA",1
"809","ATE2_ARATH",0.551776277,"ATE2_ARATH",1
"810","ATESY_VITVI",0.483280505,"ATESY_VITVI",1
"811","ATG10_ARATH",0.335239942,"ATG10_ARATH",3
"812","ATG11_ARATH",0.220196298,"ATG11_ARATH",9
"813","ATG12_MEDTR",0.084850372,"ATG12_MEDTR",4
"814","ATG16_ARATH",0.097933549,"ATG16_ARATH",2
"815","ATG1A_ARATH",0.415142139,"ATG1A_ARATH",2
"816","ATG1B_ARATH",0.133315354,"ATG1B_ARATH",4
"817","ATG1C_ARATH",0.497109117,"ATG1C_ARATH",4
"818","ATG1T_ARATH",1,"ATG1T_ARATH",1
"819","ATG2_ARATH",0.458431173,"ATG2_ARATH",9
"820","ATG3_ARATH",0.20038172,"ATG3_ARATH",4
"821","ATG4A_ORYSI",0.715617077,"ATG4A_ORYSI",1
"822","ATG4B_ORYSI",0.6278766,"ATG4B_ORYSI",2
"823","ATG4B_ORYSJ",0.102449835,"ATG4B_ORYSJ",7
"824","ATG5_ORYSI",0.657627671,"ATG5_ORYSI",1
"825","ATG5_ORYSJ",0.456105283,"ATG5_ORYSJ",1
"826","ATG7_ARATH",0.354404513,"ATG7_ARATH",4
"827","ATG8A_ORYSJ",0.747171751,"ATG8A_ORYSJ",4
"828","ATG8C_ORYSJ",0.00955253,"ATG8C_ORYSJ",11
"829","ATG8D_ORYSJ",0.176888029,"ATG8D_ORYSJ",3
"830","ATG9_ARATH",0.163516976,"ATG9_ARATH",5
